phase,flux,flux_white,model,model_fit
0.5215442501598466,0.00015664569,1.0115162,0.00019827385,0.0
0.52173708754839,-0.00030885445,-0.06399644,0.60705775,0.0
0.5223414877882574,-2.9224637e-05,0.37949917,0.20897362,0.0
0.5233716605557528,-0.00015255818999999998,-0.7372335,-0.12916578,0.0
0.5246282676792465,-0.00023041482000000002,-0.68845016,0.031057324,0.0
0.5252620652656371,0.00020048916000000002,1.8325871999999999,0.6934798000000001,0.0
0.525550055709267,9.543624e-05,0.7512013000000001,0.076425545,0.0
0.5260687951879349,1.7866311000000001e-06,0.6062659,0.37375405,0.0
0.5260976172439196,0.00028796717999999996,0.67257917,0.14302132,0.0
0.5268239215489192,0.00036232690000000004,1.4692023,0.24305537,0.0
0.5278135938624962,-0.000109944056,-0.94482124,0.034075916,0.0
0.5290311962874719,-0.00039456837,-0.8388046,-0.053582344000000004,0.0
0.5298749749204564,0.00014888418,1.1532843000000002,0.28502348,0.0
0.5301228100844912,-8.064066999999999e-05,-0.09709392,0.60184497,0.0
0.5304641874901045,-0.00011425770000000001,-0.15621217,0.27923122,0.0
0.5306005888768098,-0.00039142163999999997,-0.82496893,0.2566217,0.0
0.5313136614994214,-0.00028795835999999997,-1.0453572,-0.09262189,0.0
0.5320954238123434,-0.00031912996,-0.74161506,0.3176312,0.0
0.5322622580685413,0.00017795931,0.8314646000000001,-0.058455408,0.0
0.5334407982659451,0.00013931221999999999,0.47469497,0.06746778,0.0
0.5344946154745776,-0.00033775432000000003,-1.0501797,0.056914777,0.0
0.5347031007657712,-6.5762333e-06,-0.09851942,-0.05679655,0.0
0.5348369708741065,1.3309409e-06,0.38920218,-0.048327178,0.0
0.5351398038136328,-0.00012164472,-0.0032609198,0.20431945,0.0
0.5358111678721948,-4.0920146e-05,0.008398184,0.32451579999999997,0.0
0.5364350704613213,6.0711507e-05,0.45603463,0.19318418,0.0
0.5367185161096962,-0.00013619213,0.025083827000000003,0.16318901,0.0
0.537857246201828,7.884332000000001e-06,0.060076199999999996,0.14381188,0.0
0.5391209869280005,8.895594999999999e-05,0.7263619,0.42950413,0.0
0.5392159673959256,-0.0003655753,-1.201667,-0.041674132999999995,0.0
0.53929052504973,-0.00032491694,-0.7996960999999999,0.37524040000000003,0.0
0.5396863249402961,2.3695477e-05,0.65638095,0.17914702,0.0
0.5403159804348087,-0.00015220487,-0.6530703,0.27964693,0.0
0.5407795495508235,-0.00012984613999999999,-0.7782118,0.09252683,0.0
0.5411819077535299,3.6634465e-05,0.3074676,0.09219497,0.0
0.5422805400951203,-0.000343653,-1.0316657,0.10606154,0.0
0.5436014071717772,-2.9000976e-05,-0.47887442,0.21326914,0.0
